"","strand","stop_pos","n","max_njunc","mean_njunc","mean_qwidth","mean_width","min_mapq","mean_mapq","file_name"
"4346","-",2258552,1,0,0,31,25,22,22,"Levo-2_R1_LAA.bam"
"4347","-",2258553,1,0,0,31,26,24,24,"Levo-2_R1_LAA.bam"
"4348","-",2258554,2266,0,0,29.0300088261253,25.0300088261253,22,25.0379523389232,"Levo-2_R1_LAA.bam"
"4349","-",2258555,3,0,0,26.6666666666667,23.6666666666667,22,22,"Levo-2_R1_LAA.bam"
"4350","-",2258561,1,0,0,27,23,22,22,"Levo-2_R1_LAA.bam"
"4351","-",2258562,3,0,0,31,27.3333333333333,24,32,"Levo-2_R1_LAA.bam"
"4352","-",2258563,2,0,0,26.5,23.5,22,23,"Levo-2_R1_LAA.bam"
"4353","-",2258564,1728,0,0,28.208912037037,25.21875,22,27.224537037037,"Levo-2_R1_LAA.bam"
"4354","-",2258565,2075,0,0,26.9720481927711,26.929156626506,22,43.3773493975904,"Levo-2_R1_LAA.bam"
"4355","-",2258566,4349,0,0,26.6888939986204,26.6882041848701,22,42.9507932858128,"Levo-2_R1_LAA.bam"
"4356","-",2259942,9,0,0,29.2222222222222,25.2222222222222,22,25.3333333333333,"Levo-2_R1_LAA.bam"
"4357","-",2259943,6,0,0,29.6666666666667,26.6666666666667,22,31.3333333333333,"Levo-2_R1_LAA.bam"
"4358","-",2259944,21217,0,0,27.7412452278833,25.7281896592355,22,32.706980251685,"Levo-2_R1_LAA.bam"
"4359","-",2259946,273,0,0,27.7728937728938,27.7728937728938,22,43.7509157509158,"Levo-2_R1_LAA.bam"
"4360","-",2259947,110,0,0,30.8909090909091,31.8909090909091,22,27.8363636363636,"Levo-2_R1_LAA.bam"
"4361","-",2471439,1,0,0,27,27,44,44,"Levo-2_R1_LAA.bam"
"4362","-",3699627,22,0,0,31,26,24,24,"Levo-2_R1_LAA.bam"
"4363","-",4399098,1,0,0,27,23,22,22,"Levo-2_R1_LAA.bam"
"4364","-",4399100,26,0,0,28.5,26.5384615384615,22,36,"Levo-2_R1_LAA.bam"
"4365","-",4399101,5,0,0,27.8,27.2,24,36.2,"Levo-2_R1_LAA.bam"
"4366","-",4399102,3550,0,0,27.783661971831,27.7723943661972,22,43.5357746478873,"Levo-2_R1_LAA.bam"
"4367","-",4575667,44,0,0,28.1590909090909,26.1136363636364,22,35.7272727272727,"Levo-2_R1_LAA.bam"
"4368","-",4992246,7,0,0,32,26,22,22,"Levo-2_R1_LAA.bam"
"4369","-",5157951,9,0,0,31,31,41,43.3333333333333,"Levo-2_R1_LAA.bam"
"4370","-",5168406,1,0,0,26,26,44,44,"Levo-2_R1_LAA.bam"
"4371","-",5813580,4,0,0,29,29,22,29,"Levo-2_R1_LAA.bam"
"4372","-",5842015,314,0,0,28.7261146496815,28.7261146496815,22,43.8662420382166,"Levo-2_R1_LAA.bam"
"4373","+",452526,213,0,0,28.8262910798122,24.8262910798122,22,24.7136150234742,"Levo-2_R1_LVA.bam"
"4374","+",647194,297,0,0,28.6195286195286,28.4949494949495,22,43.2255892255892,"Levo-2_R1_LVA.bam"
"4375","+",647195,14,0,0,29.2142857142857,29.2142857142857,41,43.7857142857143,"Levo-2_R1_LVA.bam"
"4376","+",649127,6,0,0,28.3333333333333,28.3333333333333,44,44,"Levo-2_R1_LVA.bam"
"4377","+",649130,63,0,0,25.7301587301587,23.7301587301587,22,23.4603174603175,"Levo-2_R1_LVA.bam"
"4378","+",690991,64,0,0,31,26,22,23.96875,"Levo-2_R1_LVA.bam"
"4379","+",1054723,1,0,0,31,31,44,44,"Levo-2_R1_LVA.bam"
"4380","+",2233276,1,0,0,27,27,44,44,"Levo-2_R1_LVA.bam"
"4381","+",2233277,39857,0,0,27.4678977344005,27.4253205208621,22,43.1730687206764,"Levo-2_R1_LVA.bam"
"4382","+",2233278,26,0,0,27.1538461538462,25.9615384615385,22,39.1923076923077,"Levo-2_R1_LVA.bam"
"4383","+",2233279,22,0,0,27.5454545454545,25.4090909090909,22,31.1818181818182,"Levo-2_R1_LVA.bam"
"4384","+",2233280,4,0,0,28,24.75,22,23.5,"Levo-2_R1_LVA.bam"
"4385","+",2233281,1,0,0,31,27,28,28,"Levo-2_R1_LVA.bam"
"4386","+",2233282,3,0,0,31,26,22,23.3333333333333,"Levo-2_R1_LVA.bam"
"4387","+",2250483,23,0,0,30.4782608695652,29.4782608695652,36,43.3913043478261,"Levo-2_R1_LVA.bam"
"4388","+",2607843,197,0,0,29.6802030456853,30.6751269035533,22,26.0710659898477,"Levo-2_R1_LVA.bam"
"4389","+",2607848,2,0,0,31,28,22,22,"Levo-2_R1_LVA.bam"
"4390","+",2607849,1,0,0,31,26,24,24,"Levo-2_R1_LVA.bam"
"4391","+",2607851,98,0,0,31,25,22,22,"Levo-2_R1_LVA.bam"
"4392","+",2607852,1,0,0,31,24,22,22,"Levo-2_R1_LVA.bam"
"4393","+",3660471,2,0,0,25.5,25.5,44,44,"Levo-2_R1_LVA.bam"
"4394","+",3913660,3679,0,0,27.6512639304159,28.0747485729818,22,35.6064147866268,"Levo-2_R1_LVA.bam"
"4395","+",3913661,2565,0,0,27.272514619883,27.2292397660819,22,42.7493177387914,"Levo-2_R1_LVA.bam"
"4396","+",3913662,1,0,0,25,24,36,36,"Levo-2_R1_LVA.bam"
"4397","+",3913663,3,0,0,26.3333333333333,24.3333333333333,24,28,"Levo-2_R1_LVA.bam"
"4398","+",3913667,30,0,0,31.0333333333333,25.3333333333333,22,22.6,"Levo-2_R1_LVA.bam"
"4399","+",4746585,1,0,0,27,27,44,44,"Levo-2_R1_LVA.bam"
"4400","+",5174422,1232,0,0,27.5714285714286,27.5714285714286,22,42.1663961038961,"Levo-2_R1_LVA.bam"
"4401","+",5174423,1,0,0,25,24,36,36,"Levo-2_R1_LVA.bam"
"4402","+",5599358,22290,0,0,27.3771197846568,27.347689546882,22,43.316509645581,"Levo-2_R1_LVA.bam"
"4403","+",5599359,43911,0,0,28.4664434879643,28.4516635922662,22,43.2050283528045,"Levo-2_R1_LVA.bam"
"4404","+",5599360,34133,0,0,27.6689420795125,27.6527407494214,22,43.5791462807254,"Levo-2_R1_LVA.bam"
"4405","+",5599361,471,0,0,28.1464968152866,25.4522292993631,22,29.411889596603,"Levo-2_R1_LVA.bam"
"4406","+",5599362,45,0,0,27.6888888888889,25.3777777777778,22,29.7111111111111,"Levo-2_R1_LVA.bam"
"4407","+",5599363,3,0,0,28.3333333333333,25,22,22,"Levo-2_R1_LVA.bam"
"4408","+",5599364,2,0,0,28,23,22,22,"Levo-2_R1_LVA.bam"
"4409","+",5599365,4,0,0,31,29,24,24,"Levo-2_R1_LVA.bam"
"4410","+",5599367,1,0,0,31,27,28,28,"Levo-2_R1_LVA.bam"
"4411","+",5599368,23758,0,0,30.9612762017005,25.9122400875495,22,23.9449448606785,"Levo-2_R1_LVA.bam"
"4412","+",5599369,9,0,0,31,24.8888888888889,22,22,"Levo-2_R1_LVA.bam"
"4413","+",5599370,1,0,0,31,24,22,22,"Levo-2_R1_LVA.bam"
"4414","+",5599372,1,0,0,27,27,44,44,"Levo-2_R1_LVA.bam"
"4415","+",5621133,536,0,0,28.1716417910448,28.1641791044776,22,43.5335820895522,"Levo-2_R1_LVA.bam"
"4416","+",5621134,1,0,0,27,26,42,42,"Levo-2_R1_LVA.bam"
"4417","+",5805541,6714,0,0,27.6392612451594,27.6115579386357,22,43.5230860887697,"Levo-2_R1_LVA.bam"
"4418","+",5805542,18,0,0,28.2222222222222,27.1666666666667,36,41.1111111111111,"Levo-2_R1_LVA.bam"
"4419","+",5805543,8,0,0,29.125,27.125,22,34.25,"Levo-2_R1_LVA.bam"
"4420","+",5805544,1,0,0,26,23,22,22,"Levo-2_R1_LVA.bam"
"4421","+",5805546,1,0,0,31,25,22,22,"Levo-2_R1_LVA.bam"
"4422","+",5813466,524,0,0,28.3091603053435,28.2958015267176,22,43.5992366412214,"Levo-2_R1_LVA.bam"
"4423","+",5813467,4213,0,0,27.4982197958699,27.4474246380252,22,43.000712081652,"Levo-2_R1_LVA.bam"
"4424","+",5813468,9,0,0,28.7777777777778,26.1111111111111,22,29.5555555555556,"Levo-2_R1_LVA.bam"
"4425","+",6171083,231,0,0,30.5367965367965,29.4978354978355,22,42.5800865800866,"Levo-2_R1_LVA.bam"
"4426","+",6171084,1,0,0,31,29,42,42,"Levo-2_R1_LVA.bam"
"4427","+",6535074,1,0,0,27,27,24,24,"Levo-2_R1_LVA.bam"
"4428","+",6535075,1161,0,0,27.6916451335056,26.7037037037037,22,41.2618432385874,"Levo-2_R1_LVA.bam"
"4429","+",6535076,2,0,0,26.5,25.5,24,34,"Levo-2_R1_LVA.bam"
"4430","+",6535077,3,0,0,29.3333333333333,26.3333333333333,22,31.3333333333333,"Levo-2_R1_LVA.bam"
"4431","+",6535078,1,0,0,31,27,28,28,"Levo-2_R1_LVA.bam"
"4432","+",6535079,1,0,0,26,26,22,22,"Levo-2_R1_LVA.bam"
"4433","+",6535083,353,0,0,28.957507082153,24.929178470255,22,24.9801699716714,"Levo-2_R1_LVA.bam"
"4434","-",6688,1,0,0,26,24,24,24,"Levo-2_R1_LVA.bam"
"4435","-",6690,284,0,0,27.1161971830986,27.112676056338,24,43.9225352112676,"Levo-2_R1_LVA.bam"
"4436","-",6692,571,0,0,27.4430823117338,27.5288966725044,22,41.8931698774081,"Levo-2_R1_LVA.bam"
"4437","-",246884,1,0,0,27,27,44,44,"Levo-2_R1_LVA.bam"
"4438","-",383771,3,0,0,26.6666666666667,26.6666666666667,44,44,"Levo-2_R1_LVA.bam"
"4439","-",436210,2,0,0,31,30,44,44,"Levo-2_R1_LVA.bam"
"4440","-",436264,24,0,0,31,24,22,22,"Levo-2_R1_LVA.bam"
"4441","-",436265,8,0,0,31,25,22,22,"Levo-2_R1_LVA.bam"
"4442","-",436266,28,0,0,30.8214285714286,26,24,24.8571428571429,"Levo-2_R1_LVA.bam"
"4443","-",436267,15826,0,0,29.0794262605838,25.0671047643119,22,25.0622393529635,"Levo-2_R1_LVA.bam"
"4444","-",436268,1,0,0,27,25,36,36,"Levo-2_R1_LVA.bam"
"4445","-",436269,4,0,0,31,30,44,44,"Levo-2_R1_LVA.bam"
"4446","-",436270,23145,0,0,30.8660185785267,29.8413480233312,22,24.4134802333117,"Levo-2_R1_LVA.bam"
"4447","-",436271,1,0,0,32,31,28,28,"Levo-2_R1_LVA.bam"
"4448","-",750273,3,0,0,27.6666666666667,27.6666666666667,44,44,"Levo-2_R1_LVA.bam"
"4449","-",754534,1,0,0,27,23,22,22,"Levo-2_R1_LVA.bam"
"4450","-",754535,3,0,0,29,26,24,28,"Levo-2_R1_LVA.bam"
"4451","-",754536,11,0,0,29.0909090909091,27.0909090909091,36,38.1818181818182,"Levo-2_R1_LVA.bam"
"4452","-",754537,2,0,0,29.5,28.5,42,43,"Levo-2_R1_LVA.bam"
"4453","-",754538,10293,0,0,28.6518993490722,28.6352861167784,22,43.5126785193821,"Levo-2_R1_LVA.bam"
"4454","-",1241369,1,0,0,26,25,41,41,"Levo-2_R1_LVA.bam"
"4455","-",1241370,801,0,0,27.3196004993758,27.314606741573,22,43.8089887640449,"Levo-2_R1_LVA.bam"
"4456","-",1431062,2,0,0,31,27,22,25,"Levo-2_R1_LVA.bam"
"4457","-",1431063,3,0,0,27,24,22,22,"Levo-2_R1_LVA.bam"
"4458","-",1431064,23,0,0,28.7826086956522,26.7826086956522,24,35.4782608695652,"Levo-2_R1_LVA.bam"
"4459","-",1431065,11109,0,0,27.6465028355388,26.6352506976326,22,41.2751822846341,"Levo-2_R1_LVA.bam"
"4460","-",1431066,6,0,0,26.5,26.3333333333333,24,40.1666666666667,"Levo-2_R1_LVA.bam"
"4461","-",1431067,428,0,0,28.8691588785047,28.8691588785047,22,43.6214953271028,"Levo-2_R1_LVA.bam"
"4462","-",1483950,10,0,0,27.5,27.5,44,44,"Levo-2_R1_LVA.bam"
"4463","-",1899315,1,0,0,27,27,44,44,"Levo-2_R1_LVA.bam"
"4464","-",2068794,1,0,0,31,26,24,24,"Levo-2_R1_LVA.bam"
"4465","-",2068795,1,0,0,27,23,22,22,"Levo-2_R1_LVA.bam"
"4466","-",2068796,276,0,0,28.5398550724638,25.5398550724638,22,28.1195652173913,"Levo-2_R1_LVA.bam"
"4467","-",2068797,186,0,0,27.3440860215054,25.3118279569892,22,29.4193548387097,"Levo-2_R1_LVA.bam"
"4468","-",2068798,453,0,0,26.8256070640177,25.6865342163355,22,35.8763796909492,"Levo-2_R1_LVA.bam"
"4469","-",2068799,275642,0,0,27.5869098323187,27.5562613825179,22,43.4857097249331,"Levo-2_R1_LVA.bam"
"4470","-",2068800,1,0,0,28,28,36,36,"Levo-2_R1_LVA.bam"
"4471","-",2199252,2,0,0,29,27,36,39,"Levo-2_R1_LVA.bam"
"4472","-",2199254,3041,0,0,27.4514962183492,27.3959223939494,22,43.5968431437027,"Levo-2_R1_LVA.bam"
"4473","-",2258554,1,0,0,31,27,28,28,"Levo-2_R1_LVA.bam"
"4474","-",2258563,2389,0,0,29.0452071996651,25.1331100879029,22,25.4817915445793,"Levo-2_R1_LVA.bam"
"4475","-",2258564,2,0,0,26,23,22,22,"Levo-2_R1_LVA.bam"
"4476","-",2258565,388,0,0,27.319587628866,27.3170103092784,22,43.5438144329897,"Levo-2_R1_LVA.bam"
"4477","-",2258566,15,0,0,28.6666666666667,28.6666666666667,24,42.5333333333333,"Levo-2_R1_LVA.bam"
"4478","-",2259944,1,0,0,27,25,36,36,"Levo-2_R1_LVA.bam"
"4479","-",3699635,61,0,0,27.0327868852459,27.0327868852459,22,43.2786885245902,"Levo-2_R1_LVA.bam"
"4480","-",3893233,1,0,0,31,24,22,22,"Levo-2_R1_LVA.bam"
"4481","-",4397591,3,0,0,25.6666666666667,25.6666666666667,44,44,"Levo-2_R1_LVA.bam"
"4482","-",4399099,1,0,0,26,23,22,22,"Levo-2_R1_LVA.bam"
"4483","-",4399100,5,0,0,28.2,26.4,24,37,"Levo-2_R1_LVA.bam"
"4484","-",4399101,562,0,0,26.8683274021352,26.8612099644128,22,43.5960854092527,"Levo-2_R1_LVA.bam"
"4485","-",4399102,465,0,0,27.6150537634409,27.6064516129032,22,43.8086021505376,"Levo-2_R1_LVA.bam"
"4486","-",4779977,16,0,0,28.5,25.5,22,27.625,"Levo-2_R1_LVA.bam"
"4487","-",5157951,68,0,0,28.1617647058824,28.0441176470588,22,42.1470588235294,"Levo-2_R1_LVA.bam"
"4488","-",6290873,63,0,0,31,24,22,22,"Levo-2_R1_LVA.bam"
"4489","-",6488366,1,0,0,26,26,44,44,"Levo-2_R1_LVA.bam"
"4490","+",32614,10,0,0,147,130,44,44,"Levo-2_R1_stop.bam"
"4491","+",51221,1,0,0,147,48,22,22,"Levo-2_R1_stop.bam"
"4492","+",51223,209,0,0,146.253588516746,45.3444976076555,22,22,"Levo-2_R1_stop.bam"
"4493","+",53816,24,0,0,139.708333333333,131.708333333333,18,20.375,"Levo-2_R1_stop.bam"
"4494","+",72839,2,0,0,129.5,114.5,42,43,"Levo-2_R1_stop.bam"
"4495","+",95385,9,0,0,147,137,44,44,"Levo-2_R1_stop.bam"
"4496","+",95386,1,0,0,147,136,44,44,"Levo-2_R1_stop.bam"
"4497","+",106050,14,0,0,147,113,41,41.7857142857143,"Levo-2_R1_stop.bam"
"4498","+",158710,6,0,0,147,114,42,42,"Levo-2_R1_stop.bam"
"4499","+",163709,14,0,0,145.5,128.5,44,44,"Levo-2_R1_stop.bam"
"4500","+",164322,1,0,0,147,133,25,25,"Levo-2_R1_stop.bam"
"4501","+",166141,1,0,0,147,130,44,44,"Levo-2_R1_stop.bam"
"4502","+",179171,2,0,0,146,146,44,44,"Levo-2_R1_stop.bam"
"4503","+",191053,1,0,0,147,114,42,42,"Levo-2_R1_stop.bam"
"4504","+",218073,1,0,0,147,129,44,44,"Levo-2_R1_stop.bam"
"4505","+",272026,1,0,0,98,85,42,42,"Levo-2_R1_stop.bam"
"4506","+",316078,2,0,0,147,127,42,43,"Levo-2_R1_stop.bam"
"4507","+",335466,17,0,0,131.764705882353,116.764705882353,44,44,"Levo-2_R1_stop.bam"
"4508","+",338237,11,0,0,144.272727272727,43.7272727272727,22,22,"Levo-2_R1_stop.bam"
"4509","+",343666,8,0,0,140.25,121,42,43.75,"Levo-2_R1_stop.bam"
"4510","+",345417,8,0,0,28,25,24,24,"Levo-2_R1_stop.bam"
"4511","+",365652,3,0,0,147,113,42,42,"Levo-2_R1_stop.bam"
"4512","+",453422,6,0,0,147,63,22,22,"Levo-2_R1_stop.bam"
"4513","+",455736,5,0,0,147,130,44,44,"Levo-2_R1_stop.bam"
"4514","+",461080,2496,0,0,24.6053685897436,24.6053685897436,22,40.6266025641026,"Levo-2_R1_stop.bam"
"4515","+",461081,1,0,0,28,27,42,42,"Levo-2_R1_stop.bam"
"4516","+",461082,2,0,0,28,26,36,36,"Levo-2_R1_stop.bam"
"4517","+",498067,1,0,0,147,131,44,44,"Levo-2_R1_stop.bam"
"4518","+",507916,6,0,0,147,128,44,44,"Levo-2_R1_stop.bam"
"4519","+",528203,5,0,0,147,130,44,44,"Levo-2_R1_stop.bam"
"4520","+",575691,25,0,0,142.2,127.96,25,38.4,"Levo-2_R1_stop.bam"
"4521","+",577706,15,0,0,127.933333333333,113.933333333333,44,44,"Levo-2_R1_stop.bam"
"4522","+",583887,2,0,0,147,129,44,44,"Levo-2_R1_stop.bam"
"4523","+",600129,3,0,0,23,23,44,44,"Levo-2_R1_stop.bam"
"4524","+",608474,2,0,0,147,97,36,36,"Levo-2_R1_stop.bam"
"4525","+",647194,87169,0,0,24.6332526471567,24.6207596737372,22,39.9449689683259,"Levo-2_R1_stop.bam"
"4526","+",647195,69,0,0,26.0289855072464,24.9420289855072,24,33.2173913043478,"Levo-2_R1_stop.bam"
"4527","+",647196,32,0,0,28.0625,26,22,35.28125,"Levo-2_R1_stop.bam"
"4528","+",647197,1,0,0,28,25,24,24,"Levo-2_R1_stop.bam"
"4529","+",649127,10137,0,0,24.5766005721614,24.575022195916,22,40.035710762553,"Levo-2_R1_stop.bam"
"4530","+",649128,4,0,0,26,25,24,33,"Levo-2_R1_stop.bam"
"4531","+",649129,1,0,0,28,26,22,22,"Levo-2_R1_stop.bam"
"4532","+",649132,1,0,0,28,23,22,22,"Levo-2_R1_stop.bam"
"4533","+",654428,5,0,0,147,147,44,44,"Levo-2_R1_stop.bam"
"4534","+",698587,2,0,0,28,28,44,44,"Levo-2_R1_stop.bam"
"4535","+",717335,2,0,0,140,128,44,44,"Levo-2_R1_stop.bam"
"4536","+",725300,16,0,0,147,140.875,44,44,"Levo-2_R1_stop.bam"
"4537","+",725305,4,0,0,147,135,42,43.5,"Levo-2_R1_stop.bam"
"4538","+",731490,1,0,0,147,147,44,44,"Levo-2_R1_stop.bam"
"4539","+",744205,15,0,0,147,130,42,43.8666666666667,"Levo-2_R1_stop.bam"
"4540","+",761861,3,0,0,147,129,44,44,"Levo-2_R1_stop.bam"
"4541","+",776937,11,0,0,147,130,44,44,"Levo-2_R1_stop.bam"
"4542","+",780221,1,0,0,147,130,44,44,"Levo-2_R1_stop.bam"
"4543","+",798986,2,0,0,147,124,42,42,"Levo-2_R1_stop.bam"
"4544","+",803311,6,0,0,126,112,44,44,"Levo-2_R1_stop.bam"
"4545","+",853845,6,0,0,119.666666666667,92,36,41,"Levo-2_R1_stop.bam"
"4546","+",856116,4,0,0,144,83,28,28,"Levo-2_R1_stop.bam"
"4547","+",930558,2,0,0,147,130,44,44,"Levo-2_R1_stop.bam"
"4548","+",944071,1,0,0,146,127,44,44,"Levo-2_R1_stop.bam"
"4549","+",977734,1,0,0,137,120,44,44,"Levo-2_R1_stop.bam"
"4550","+",979054,6,0,0,147,106,36,40.1666666666667,"Levo-2_R1_stop.bam"
"4551","+",1026311,2,0,0,147,75,24,24,"Levo-2_R1_stop.bam"
"4552","+",1043906,6,0,0,147,133,44,44,"Levo-2_R1_stop.bam"
"4553","+",1054723,1826,0,0,24.5580503833516,24.5328587075575,22,40.7437020810515,"Levo-2_R1_stop.bam"
"4554","+",1054726,1,0,0,28,25,24,24,"Levo-2_R1_stop.bam"
"4555","+",1079196,1,0,0,135,91,36,36,"Levo-2_R1_stop.bam"
"4556","+",1109495,4,0,0,147,130,44,44,"Levo-2_R1_stop.bam"
"4557","+",1123661,8,0,0,147,125,37,38.25,"Levo-2_R1_stop.bam"
"4558","+",1128652,11,0,0,145.909090909091,131.909090909091,44,44,"Levo-2_R1_stop.bam"
"4559","+",1178221,2,0,0,147,71,24,24,"Levo-2_R1_stop.bam"
"4560","+",1187877,1,0,0,107,95,44,44,"Levo-2_R1_stop.bam"
"4561","+",1219201,1,0,0,147,130,44,44,"Levo-2_R1_stop.bam"
"4562","+",1225941,2,0,0,147,112,42,42,"Levo-2_R1_stop.bam"
"4563","+",1251188,3,0,0,142.333333333333,40.3333333333333,22,22,"Levo-2_R1_stop.bam"
"4564","+",1369852,9,0,0,147,133,41,43.6666666666667,"Levo-2_R1_stop.bam"
"4565","+",1370691,1250,0,0,146.3832,44.4072,22,22,"Levo-2_R1_stop.bam"
"4566","+",1370694,1,0,0,147,42,22,22,"Levo-2_R1_stop.bam"
"4567","+",1376010,4,0,0,122,78,36,36,"Levo-2_R1_stop.bam"
"4568","+",1442114,8,0,0,135,123.125,36,43,"Levo-2_R1_stop.bam"
"4569","+",1442115,15,0,0,147,133,42,43.8666666666667,"Levo-2_R1_stop.bam"
"4570","+",1475627,23,0,0,139.173913043478,125.173913043478,44,44,"Levo-2_R1_stop.bam"
"4571","+",1475629,3,0,0,147,132,44,44,"Levo-2_R1_stop.bam"
"4572","+",1498037,10,0,0,147,116,42,42,"Levo-2_R1_stop.bam"
"4573","+",1553710,22,0,0,146.272727272727,133.272727272727,44,44,"Levo-2_R1_stop.bam"
"4574","+",1612408,1,0,0,147,125,44,44,"Levo-2_R1_stop.bam"
"4575","+",1663373,7,0,0,115,101,44,44,"Levo-2_R1_stop.bam"
"4576","+",1686424,21,0,0,147,45,22,22,"Levo-2_R1_stop.bam"
"4577","+",1699756,3,0,0,147,115,41,41,"Levo-2_R1_stop.bam"
"4578","+",1772675,1,0,0,147,130,44,44,"Levo-2_R1_stop.bam"
"4579","+",1835626,115,0,0,28.0695652173913,23.0695652173913,22,22,"Levo-2_R1_stop.bam"
"4580","+",1862745,3,0,0,147,118,42,42,"Levo-2_R1_stop.bam"
"4581","+",2030323,1,0,0,147,119,41,41,"Levo-2_R1_stop.bam"
"4582","+",2166425,5,0,0,147,130,44,44,"Levo-2_R1_stop.bam"
"4583","+",2211110,9,0,0,147,46,22,22,"Levo-2_R1_stop.bam"
"4584","+",2233277,5580,0,0,25.1146953405018,24.7810035842294,22,40.1043010752688,"Levo-2_R1_stop.bam"
"4585","+",2233278,1,0,0,24,23,24,24,"Levo-2_R1_stop.bam"
"4586","+",2233281,1,0,0,28,24,22,22,"Levo-2_R1_stop.bam"
"4587","+",2292110,2,0,0,145,127,44,44,"Levo-2_R1_stop.bam"
"4588","+",2397963,1,0,0,147,130,44,44,"Levo-2_R1_stop.bam"
"4589","+",2453523,1,0,0,147,136,44,44,"Levo-2_R1_stop.bam"
"4590","+",2499323,6,0,0,147,132,44,44,"Levo-2_R1_stop.bam"
"4591","+",2519622,7,0,0,147,131,44,44,"Levo-2_R1_stop.bam"
"4592","+",2535221,2,0,0,147,131,42,43,"Levo-2_R1_stop.bam"
"4593","+",2565989,27,0,0,146.037037037037,44.1111111111111,22,22,"Levo-2_R1_stop.bam"
"4594","+",2573395,6,0,0,147,130,44,44,"Levo-2_R1_stop.bam"
"4595","+",2588566,4,0,0,147,45.25,22,22,"Levo-2_R1_stop.bam"
"4596","+",2588569,18,0,0,147,43.1111111111111,22,22,"Levo-2_R1_stop.bam"
"4597","+",2607843,3669,0,0,24.6388661760698,24.5481057508858,22,39.5393840283456,"Levo-2_R1_stop.bam"
"4598","+",2607845,1,0,0,28,26,36,36,"Levo-2_R1_stop.bam"
"4599","+",2607846,1,0,0,28,25,24,24,"Levo-2_R1_stop.bam"
"4600","+",2707188,31,0,0,144.967741935484,43.0967741935484,22,22,"Levo-2_R1_stop.bam"
"4601","+",2772043,1,0,0,138,138,44,44,"Levo-2_R1_stop.bam"
"4602","+",2898155,10,0,0,147,131,44,44,"Levo-2_R1_stop.bam"
"4603","+",2902485,5,0,0,121,75,36,36,"Levo-2_R1_stop.bam"
"4604","+",3031298,1,0,0,147,130,44,44,"Levo-2_R1_stop.bam"
"4605","+",3035385,6,0,0,22.6666666666667,22.6666666666667,22,29.3333333333333,"Levo-2_R1_stop.bam"
"4606","+",3301826,4,0,0,147,133.5,44,44,"Levo-2_R1_stop.bam"
"4607","+",3325577,9,0,0,146.888888888889,133.111111111111,42,43.7777777777778,"Levo-2_R1_stop.bam"
"4608","+",3325756,3,0,0,147,130,44,44,"Levo-2_R1_stop.bam"
"4609","+",3491328,7,0,0,147,125,44,44,"Levo-2_R1_stop.bam"
"4610","+",3538315,7,0,0,147,113,42,42,"Levo-2_R1_stop.bam"
"4611","+",3622056,1,0,0,147,131,44,44,"Levo-2_R1_stop.bam"
"4612","+",3632869,3,0,0,147,105,41,41,"Levo-2_R1_stop.bam"
"4613","+",3660471,372,0,0,24.3629032258065,24.3548387096774,22,39.8655913978495,"Levo-2_R1_stop.bam"
"4614","+",3686992,10,0,0,147,44,22,22,"Levo-2_R1_stop.bam"
"4615","+",3728857,1,0,0,147,115,42,42,"Levo-2_R1_stop.bam"
"4616","+",3890298,1,0,0,147,131,44,44,"Levo-2_R1_stop.bam"
"4617","+",3913659,1,0,0,29,29,44,44,"Levo-2_R1_stop.bam"
"4618","+",3913660,74458,0,0,24.5782320234226,24.5637406323028,22,40.0172714819093,"Levo-2_R1_stop.bam"
"4619","+",3913661,28,0,0,27.2857142857143,26.2142857142857,22,36.7142857142857,"Levo-2_R1_stop.bam"
"4620","+",3913662,4,0,0,26.5,24.5,22,29,"Levo-2_R1_stop.bam"
"4621","+",3913663,8,0,0,28,25,24,24,"Levo-2_R1_stop.bam"
"4622","+",3913664,15,0,0,28,25,24,24,"Levo-2_R1_stop.bam"
"4623","+",3924043,6,0,0,117,103,42,43.6666666666667,"Levo-2_R1_stop.bam"
"4624","+",3942130,5,0,0,147,132,39,39,"Levo-2_R1_stop.bam"
"4625","+",4012085,3,0,0,147,147,44,44,"Levo-2_R1_stop.bam"
"4626","+",4025768,1,0,0,25,25,44,44,"Levo-2_R1_stop.bam"
"4627","+",4058486,2,0,0,139,139,44,44,"Levo-2_R1_stop.bam"
"4628","+",4154237,7,0,0,134.142857142857,110,41,41.8571428571429,"Levo-2_R1_stop.bam"
"4629","+",4238800,1,0,0,147,133,37,37,"Levo-2_R1_stop.bam"
"4630","+",4275775,1,0,0,147,55,22,22,"Levo-2_R1_stop.bam"
"4631","+",4275785,75,0,0,146.626666666667,44.7066666666667,22,22,"Levo-2_R1_stop.bam"
"4632","+",4342911,7,0,0,147,112,42,42,"Levo-2_R1_stop.bam"
"4633","+",4406592,1,0,0,143,99,41,41,"Levo-2_R1_stop.bam"
"4634","+",4466106,1,0,0,147,46,22,22,"Levo-2_R1_stop.bam"
"4635","+",4466107,57,0,0,146.087719298246,44.0701754385965,22,22,"Levo-2_R1_stop.bam"
"4636","+",4535217,3,0,0,147,128,44,44,"Levo-2_R1_stop.bam"
"4637","+",4575572,2,0,0,109,89,42,42,"Levo-2_R1_stop.bam"
"4638","+",4593548,1,0,0,147,135,44,44,"Levo-2_R1_stop.bam"
"4639","+",4713433,24,0,0,146.5,44.2916666666667,22,22,"Levo-2_R1_stop.bam"
