"","strand.first","stop_pos","n","mean_qwidth","min_mapq","mean_mapq","file_name"
"786","-",624374,2716,24.5964653902798,0,26.8133284241532,"Levo-1_stop.bam"
"787","-",750273,3,28,0,16.6666666666667,"Levo-1_stop.bam"
"788","-",754538,211159,24.6446090386865,0,24.8756955659006,"Levo-1_stop.bam"
"789","-",989553,406,25.1231527093596,0,25.64039408867,"Levo-1_stop.bam"
"790","-",1244489,1,146,42,42,"Levo-1_stop.bam"
"791","-",1417102,207,24.6376811594203,0,28.719806763285,"Levo-1_stop.bam"
"792","-",1431067,5831,24.7725947521866,0,24.8646887326359,"Levo-1_stop.bam"
"793","-",1483950,13961,24.6459422677459,0,24.0497099061672,"Levo-1_stop.bam"
"794","-",1847309,6,23,42,42,"Levo-1_stop.bam"
"795","-",2068799,54,24.3888888888889,0,22.3518518518519,"Levo-1_stop.bam"
"796","-",2199254,322,25.4068322981366,0,24.4534161490683,"Levo-1_stop.bam"
"797","-",2258565,250,24.112,0,27.852,"Levo-1_stop.bam"
"798","-",2258566,90933,24.7016044780223,0,24.9817887895484,"Levo-1_stop.bam"
"799","-",2259947,346,24.4884393063584,0,25.5317919075144,"Levo-1_stop.bam"
"800","-",2602522,1,147,42,42,"Levo-1_stop.bam"
"801","-",3052650,1,147,24,24,"Levo-1_stop.bam"
"802","-",3699636,1982,24.6589303733602,0,22.3955600403633,"Levo-1_stop.bam"
"803","-",4399102,144586,24.647905053048,0,24.4175369676179,"Levo-1_stop.bam"
"804","-",4659196,1,23,42,42,"Levo-1_stop.bam"
"805","-",5509516,2,24,0,0,"Levo-1_stop.bam"
"806","-",5719628,4878,24.7111521115211,0,25.3573185731857,"Levo-1_stop.bam"
"807","-",5899541,5,26.4,42,42,"Levo-1_stop.bam"
"808","-",5949045,2,147,42,42,"Levo-1_stop.bam"
"809","-",6088512,2,28,3,5.5,"Levo-1_stop.bam"
"810","+",392023,2,26,42,42,"Levo-2_ASV.bam"
"811","+",421002,967,27.5460186142709,0,30.1437435367115,"Levo-2_ASV.bam"
"812","+",499386,18,28.7777777777778,3,21.1666666666667,"Levo-2_ASV.bam"
"813","+",647194,4,26,0,0,"Levo-2_ASV.bam"
"814","+",649127,924,27.8971861471861,0,25.2748917748918,"Levo-2_ASV.bam"
"815","+",997822,1,31,8,8,"Levo-2_ASV.bam"
"816","+",1741237,2,31,42,42,"Levo-2_ASV.bam"
"817","+",2233277,3061,27.8167265599477,0,27.6066644887292,"Levo-2_ASV.bam"
"818","+",2607843,2127,27.8119417019276,0,25.1988716502116,"Levo-2_ASV.bam"
"819","+",3660471,3086,28.098833441348,0,23.5149060272197,"Levo-2_ASV.bam"
"820","+",3913660,23916,27.8176116407426,0,24.7907676869042,"Levo-2_ASV.bam"
"821","+",4282589,1,25,24,24,"Levo-2_ASV.bam"
"822","+",4443470,1,25,3,3,"Levo-2_ASV.bam"
"823","+",4870807,1,31,3,3,"Levo-2_ASV.bam"
"824","+",5174422,2619,27.7857961053837,0,28.3634975181367,"Levo-2_ASV.bam"
"825","+",5209953,9,28.2222222222222,0,33,"Levo-2_ASV.bam"
"826","+",5383308,2,25.5,0,21,"Levo-2_ASV.bam"
"827","+",5599358,7,30.1428571428571,3,15.5714285714286,"Levo-2_ASV.bam"
"828","+",5599359,206963,27.8001188618255,0,26.3739798901253,"Levo-2_ASV.bam"
"829","+",5599360,157,27.859872611465,0,20.0891719745223,"Levo-2_ASV.bam"
"830","+",5599372,1,26,42,42,"Levo-2_ASV.bam"
"831","+",5621133,338,27.5680473372781,0,28.8195266272189,"Levo-2_ASV.bam"
"832","+",5813466,109687,27.7677846964545,0,24.6334934860102,"Levo-2_ASV.bam"
"833","+",5843615,177,27.9774011299435,0,24.3333333333333,"Levo-2_ASV.bam"
"834","+",6171081,2,27,3,22.5,"Levo-2_ASV.bam"
"835","+",6535075,45517,27.7434584880374,0,27.2015071292045,"Levo-2_ASV.bam"
"836","+",6535076,179,28.5307262569832,8,23.7486033519553,"Levo-2_ASV.bam"
"837","-",6689,190,28.1526315789474,3,30.3052631578947,"Levo-2_ASV.bam"
"838","-",6691,140,28.1857142857143,0,24.4928571428571,"Levo-2_ASV.bam"
"839","-",6692,293538,27.8037562428033,0,25.5311237386642,"Levo-2_ASV.bam"
"840","-",436266,3613,27.7329089399391,0,25.3506781068364,"Levo-2_ASV.bam"
"841","-",436269,2,28.5,8,25,"Levo-2_ASV.bam"
"842","-",436270,507153,27.7791810360976,0,25.4451851808034,"Levo-2_ASV.bam"
"843","-",624374,1180,27.9822033898305,0,24.6881355932203,"Levo-2_ASV.bam"
"844","-",754538,63772,27.8024524869849,0,25.8150599008969,"Levo-2_ASV.bam"
"845","-",774089,1,31,42,42,"Levo-2_ASV.bam"
"846","-",1241370,116,28.5603448275862,0,25.8362068965517,"Levo-2_ASV.bam"
"847","-",1417102,170,28.1764705882353,0,8.27058823529412,"Levo-2_ASV.bam"
"848","-",1431066,3,31,42,42,"Levo-2_ASV.bam"
"849","-",1431067,13023,27.7515933348691,0,26.4518160178146,"Levo-2_ASV.bam"
"850","-",1483950,28451,27.6775508769463,0,23.9110400337422,"Levo-2_ASV.bam"
"851","-",2017516,122,27.4344262295082,0,29.1639344262295,"Levo-2_ASV.bam"
"852","-",2060415,5,25,42,42,"Levo-2_ASV.bam"
"853","-",2068799,26,28.0384615384615,3,33.3846153846154,"Levo-2_ASV.bam"
"854","-",2199254,2416,27.7574503311258,0,21.9031456953642,"Levo-2_ASV.bam"
"855","-",2258566,62715,27.7826835685243,0,26.4071274814638,"Levo-2_ASV.bam"
"856","-",2259947,1575,27.8526984126984,0,23.7511111111111,"Levo-2_ASV.bam"
"857","-",3699636,4000,27.934,0,25.41825,"Levo-2_ASV.bam"
"858","-",4399102,95481,27.7708339879138,0,25.5874467171479,"Levo-2_ASV.bam"
"859","-",4833092,42,26.8333333333333,0,36.2857142857143,"Levo-2_ASV.bam"
"860","-",5075765,1,26,42,42,"Levo-2_ASV.bam"
"861","-",5078738,5,31,3,27.4,"Levo-2_ASV.bam"
"862","-",5095022,6,29.6666666666667,24,29.3333333333333,"Levo-2_ASV.bam"
"863","-",5157951,6,27.6666666666667,0,22,"Levo-2_ASV.bam"
"864","-",5572572,51,29.5490196078431,0,32.921568627451,"Levo-2_ASV.bam"
"865","+",118903,3,26,8,30.6666666666667,"Levo-2_LAA.bam"
"866","+",649127,1,26,42,42,"Levo-2_LAA.bam"
"867","+",1054723,172,27.7674418604651,0,30.8895348837209,"Levo-2_LAA.bam"
"868","+",2233277,5251,27.7815654161112,0,24.6431155970291,"Levo-2_LAA.bam"
"869","+",2607844,214,27.3317757009346,3,24.6308411214953,"Levo-2_LAA.bam"
"870","+",2799957,8,30.375,8,25,"Levo-2_LAA.bam"
"871","+",3913660,1,26,42,42,"Levo-2_LAA.bam"
"872","+",5174422,1118,27.8908765652952,0,27.6976744186047,"Levo-2_LAA.bam"
"873","+",5599358,1,31,40,40,"Levo-2_LAA.bam"
"874","+",5599359,35,28.8857142857143,0,34.0857142857143,"Levo-2_LAA.bam"
"875","+",5599360,4,26.5,40,41.5,"Levo-2_LAA.bam"
"876","+",5599372,6899,27.6466154515147,0,25.9908682417742,"Levo-2_LAA.bam"
"877","+",5621133,22,30.4545454545455,0,22.3636363636364,"Levo-2_LAA.bam"
"878","+",5813466,20,27.25,0,24.65,"Levo-2_LAA.bam"
"879","+",5813467,43,26.3023255813953,3,31.2325581395349,"Levo-2_LAA.bam"
"880","+",6535075,3,27,40,41.3333333333333,"Levo-2_LAA.bam"
"881","+",6535076,2622,27.7196796338673,0,27.7829900839054,"Levo-2_LAA.bam"
"882","-",6692,39,27.4615384615385,0,24.2564102564103,"Levo-2_LAA.bam"
"883","-",436270,32,28.34375,0,22.96875,"Levo-2_LAA.bam"
"884","-",750273,4433,27.7662982179111,0,26.2702458831491,"Levo-2_LAA.bam"
"885","-",754538,20,29.55,0,24.85,"Levo-2_LAA.bam"
"886","-",1431067,1,26,40,40,"Levo-2_LAA.bam"
"887","-",1483950,7,26.7142857142857,23,38.7142857142857,"Levo-2_LAA.bam"
"888","-",2068798,2,27,42,42,"Levo-2_LAA.bam"
"889","-",2068799,82712,27.8024228648806,0,26.3265789728214,"Levo-2_LAA.bam"
"890","-",2199254,108,27.6388888888889,0,31.1574074074074,"Levo-2_LAA.bam"
"891","-",2258565,957,27.7962382445141,0,27.2737722048067,"Levo-2_LAA.bam"
"892","-",2258566,10,27.3,3,24,"Levo-2_LAA.bam"
"893","-",4399102,27,28.1481481481481,3,29.4074074074074,"Levo-2_LAA.bam"
"894","+",647194,2,28.5,42,42,"Levo-2_LVA.bam"
"895","+",647195,12,28.9166666666667,3,27,"Levo-2_LVA.bam"
"896","+",1054723,1,31,3,3,"Levo-2_LVA.bam"
"897","+",2233277,11481,27.7696193711349,0,27.3349882414424,"Levo-2_LVA.bam"
"898","+",2233279,1,27,42,42,"Levo-2_LVA.bam"
"899","+",3660471,1,27,0,0,"Levo-2_LVA.bam"
"900","+",3913660,5,29.4,3,34.2,"Levo-2_LVA.bam"
"901","+",3913661,189,27.1587301587302,0,11.1111111111111,"Levo-2_LVA.bam"
"902","+",4746585,1,27,3,3,"Levo-2_LVA.bam"
"903","+",5174422,323,27.7585139318885,0,20.2755417956656,"Levo-2_LVA.bam"
"904","+",5599358,6261,27.8469892988341,0,25.6922216898259,"Levo-2_LVA.bam"
"905","+",5599359,176,27.5965909090909,0,31.1875,"Levo-2_LVA.bam"
"906","+",5599372,1,27,3,3,"Levo-2_LVA.bam"
"907","+",5621133,129,27.9302325581395,3,31.906976744186,"Levo-2_LVA.bam"
"908","+",5813466,7,29,3,21.1428571428571,"Levo-2_LVA.bam"
"909","-",6692,18,28.4444444444444,0,25.3333333333333,"Levo-2_LVA.bam"
"910","-",246884,1,27,42,42,"Levo-2_LVA.bam"
"911","-",436270,39,27.7179487179487,0,26.4871794871795,"Levo-2_LVA.bam"
"912","-",754538,10,27.5,0,13.9,"Levo-2_LVA.bam"
"913","-",1241370,433,27.4387990762125,0,30.6166281755196,"Levo-2_LVA.bam"
"914","-",1431067,1,26,42,42,"Levo-2_LVA.bam"
"915","-",1899315,1,27,8,8,"Levo-2_LVA.bam"
"916","-",2068799,91802,27.8334023223895,0,26.3138275854557,"Levo-2_LVA.bam"
"917","-",2199254,1,27,42,42,"Levo-2_LVA.bam"
"918","-",2258566,2,28,8,25,"Levo-2_LVA.bam"
"919","-",4397591,2,25,3,5.5,"Levo-2_LVA.bam"
"920","-",4399101,32,28.25,0,25.5,"Levo-2_LVA.bam"
"921","-",4399102,5,27.2,3,11.8,"Levo-2_LVA.bam"
"922","-",5157951,43,28.6976744186047,0,33.093023255814,"Levo-2_LVA.bam"
"923","-",6488366,1,26,42,42,"Levo-2_LVA.bam"
"924","+",179171,2,146,24,33,"Levo-2_stop.bam"
"925","+",461080,769,24.6605981794538,0,28.6033810143043,"Levo-2_stop.bam"
"926","+",600129,3,23,42,42,"Levo-2_stop.bam"
"927","+",647194,33494,24.680121812862,0,25.6991401445035,"Levo-2_stop.bam"
"928","+",649127,2832,24.558615819209,0,22.0024717514124,"Levo-2_stop.bam"
"929","+",654428,5,147,42,42,"Levo-2_stop.bam"
"930","+",698587,2,28,0,4,"Levo-2_stop.bam"
"931","+",2233277,1687,24.5352697095436,0,27.6579727326615,"Levo-2_stop.bam"
"932","+",3913660,24454,24.6432485482948,0,22.0974482702216,"Levo-2_stop.bam"
"933","+",4012085,2,147,24,33,"Levo-2_stop.bam"
"934","+",5025401,2,147,24,24,"Levo-2_stop.bam"
"935","+",5174422,5,28,3,13.4,"Levo-2_stop.bam"
"936","+",5545610,6,147,24,33,"Levo-2_stop.bam"
"937","+",5599359,273044,24.6714375705015,0,25.1193250904616,"Levo-2_stop.bam"
"938","+",5599372,1,28,42,42,"Levo-2_stop.bam"
"939","+",5643384,7,25.8571428571429,3,30.8571428571429,"Levo-2_stop.bam"
"940","+",5717551,2,23,3,3,"Levo-2_stop.bam"
"941","+",5813466,267595,24.6883237728657,0,23.3713185971337,"Levo-2_stop.bam"
"942","+",5875221,189,24.7407407407407,0,21.4550264550265,"Levo-2_stop.bam"
"943","+",6171081,7381,24.7321501151605,0,23.8448719685679,"Levo-2_stop.bam"
"944","+",6441355,6,147,24,39,"Levo-2_stop.bam"
"945","+",6444401,1,147,42,42,"Levo-2_stop.bam"
"946","+",6535075,46854,24.7192128740342,0,25.6586417381654,"Levo-2_stop.bam"
"947","+",6535076,1,23,42,42,"Levo-2_stop.bam"
"948","-",6691,712,24.623595505618,0,23.3693820224719,"Levo-2_stop.bam"
"949","-",6692,536750,24.6773302282254,0,24.0507107591989,"Levo-2_stop.bam"
"950","-",336600,5,147,42,42,"Levo-2_stop.bam"
"951","-",342205,4,147,42,42,"Levo-2_stop.bam"
"952","-",436269,1,28,3,3,"Levo-2_stop.bam"
"953","-",436270,522948,24.6794231931282,0,23.8617166525161,"Levo-2_stop.bam"
"954","-",624374,2049,24.6876525134212,0,25.4455832113226,"Levo-2_stop.bam"
"955","-",754538,154553,24.7231758684723,0,24.3077585035554,"Levo-2_stop.bam"
"956","-",989553,16,24.1875,3,30.75,"Levo-2_stop.bam"
"957","-",992460,1,147,24,24,"Levo-2_stop.bam"
"958","-",1089686,5,147,23,34.4,"Levo-2_stop.bam"
"959","-",1188588,2,24,3,22.5,"Levo-2_stop.bam"
"960","-",1244489,16,146,23,31.5625,"Levo-2_stop.bam"
"961","-",1417102,113,23.9469026548673,0,9.86725663716814,"Levo-2_stop.bam"
"962","-",1431067,4971,24.812512572923,0,25.6350834842084,"Levo-2_stop.bam"
"963","-",1483950,10045,24.5970134395222,0,23.7477351916376,"Levo-2_stop.bam"
"964","-",2068799,28,24.6428571428571,3,32.75,"Levo-2_stop.bam"
"965","-",2113519,1,147,24,24,"Levo-2_stop.bam"
"966","-",2199254,155,24.7354838709677,0,20.9225806451613,"Levo-2_stop.bam"
"967","-",2258566,70899,24.6882748698853,0,25.0559528343136,"Levo-2_stop.bam"
"968","-",2259947,143,24.4405594405594,0,28.0629370629371,"Levo-2_stop.bam"
"969","-",2567093,5,23,8,21.6,"Levo-2_stop.bam"
"970","-",3052650,5,147,42,42,"Levo-2_stop.bam"
"971","-",3123367,1,147,24,24,"Levo-2_stop.bam"
"972","-",3237741,1,147,24,24,"Levo-2_stop.bam"
"973","-",3699636,736,24.7540760869565,0,25.5896739130435,"Levo-2_stop.bam"
"974","-",3703242,4,24,40,40.5,"Levo-2_stop.bam"
"975","-",4399102,98165,24.6574440992207,0,24.4315794835226,"Levo-2_stop.bam"
"976","-",5544455,33,24.8181818181818,0,3.66666666666667,"Levo-2_stop.bam"
"977","-",5581937,5,24,3,34.2,"Levo-2_stop.bam"
"978","-",5719628,3969,24.6953892668178,0,20.9677500629882,"Levo-2_stop.bam"
"979","-",6064827,2,24,3,22.5,"Levo-2_stop.bam"
"980","-",6434108,1,28,0,0,"Levo-2_stop.bam"
"981","+",102448,6,31,42,42,"Levo-3_ASV.bam"
"982","+",165736,1,25,3,3,"Levo-3_ASV.bam"
"983","+",421002,744,27.758064516129,0,26.1854838709677,"Levo-3_ASV.bam"
"984","+",647194,5,27.8,0,29.8,"Levo-3_ASV.bam"
"985","+",649127,938,27.8400852878465,0,24.2089552238806,"Levo-3_ASV.bam"
"986","+",1054723,42,28.0238095238095,0,30.8095238095238,"Levo-3_ASV.bam"
"987","+",2233277,2976,27.8538306451613,0,29.338373655914,"Levo-3_ASV.bam"
"988","+",2607843,1680,27.5666666666667,0,29.7119047619048,"Levo-3_ASV.bam"
"989","+",3660471,2437,28.0389823553549,0,29.7308165777595,"Levo-3_ASV.bam"
"990","+",3754165,1,26,42,42,"Levo-3_ASV.bam"
"991","+",3913660,15899,27.8142650481162,0,26.050128938927,"Levo-3_ASV.bam"
"992","+",5174422,841,27.5814506539834,0,28.794292508918,"Levo-3_ASV.bam"
"993","+",5599358,59,28.3050847457627,3,34.3220338983051,"Levo-3_ASV.bam"
"994","+",5599359,142578,27.8299877961537,0,27.5853497734573,"Levo-3_ASV.bam"
"995","+",5599360,149,27.1812080536913,0,28.6912751677852,"Levo-3_ASV.bam"
"996","+",5621133,277,27.5703971119134,0,30.1371841155235,"Levo-3_ASV.bam"
"997","+",5813466,72181,27.7648134550644,0,26.1878472174118,"Levo-3_ASV.bam"
"998","+",5843615,286,28.1713286713287,0,29.006993006993,"Levo-3_ASV.bam"
"999","+",5914140,2,25,42,42,"Levo-3_ASV.bam"
"1000","+",6250214,30,28.0666666666667,0,0.2,"Levo-3_ASV.bam"
"1001","+",6380949,22,27.1363636363636,3,28.5,"Levo-3_ASV.bam"
"1002","+",6436336,1,26,42,42,"Levo-3_ASV.bam"
"1003","+",6535075,30923,27.8059049898134,0,28.3059211590079,"Levo-3_ASV.bam"
"1004","+",6535076,22,28.1818181818182,3,31.2727272727273,"Levo-3_ASV.bam"
"1005","-",6689,70,28.3142857142857,0,27.3714285714286,"Levo-3_ASV.bam"
"1006","-",6691,92,27.2826086956522,0,31.7391304347826,"Levo-3_ASV.bam"
"1007","-",6692,181390,27.8367109542974,0,26.8817575390044,"Levo-3_ASV.bam"
"1008","-",80363,1,27,3,3,"Levo-3_ASV.bam"
"1009","-",240158,3,25,23,35.6666666666667,"Levo-3_ASV.bam"
"1010","-",436266,1786,27.7849944008959,0,25.8269876819709,"Levo-3_ASV.bam"
"1011","-",436269,1,25,42,42,"Levo-3_ASV.bam"
"1012","-",436270,318812,27.8233410285686,0,26.9831248510094,"Levo-3_ASV.bam"
"1013","-",619785,1,31,3,3,"Levo-3_ASV.bam"
"1014","-",624374,648,28.0601851851852,0,26.4861111111111,"Levo-3_ASV.bam"
"1015","-",750273,2,26.5,0,11.5,"Levo-3_ASV.bam"
"1016","-",754538,42028,27.8503854573142,0,27.5275768535262,"Levo-3_ASV.bam"
"1017","-",952106,1,26,42,42,"Levo-3_ASV.bam"
"1018","-",989553,1,26,42,42,"Levo-3_ASV.bam"
"1019","-",1241370,35,28.6,3,26.9714285714286,"Levo-3_ASV.bam"
"1020","-",1417102,190,28.0052631578947,0,29.8736842105263,"Levo-3_ASV.bam"
"1021","-",1431066,1,26,42,42,"Levo-3_ASV.bam"
"1022","-",1431067,11650,27.9708154506438,0,27.0291845493562,"Levo-3_ASV.bam"
"1023","-",1483950,19780,27.789029322548,0,25.9386248736097,"Levo-3_ASV.bam"
"1024","-",1513356,2,26,42,42,"Levo-3_ASV.bam"
"1025","-",2017516,82,28.4756097560976,3,31.1951219512195,"Levo-3_ASV.bam"
"1026","-",2068799,72,28.7638888888889,0,25.6388888888889,"Levo-3_ASV.bam"
"1027","-",2199254,1291,27.7343144848954,0,26.70100697134,"Levo-3_ASV.bam"
"1028","-",2258565,3,27,42,42,"Levo-3_ASV.bam"
"1029","-",2258566,39562,27.8400990849805,0,27.5008594105455,"Levo-3_ASV.bam"
"1030","-",2259947,1093,27.6989935956084,0,24.1848124428179,"Levo-3_ASV.bam"
"1031","-",3273435,1,26,42,42,"Levo-3_ASV.bam"
"1032","-",3556026,1,31,1,1,"Levo-3_ASV.bam"
"1033","-",3699636,1781,27.8882650196519,0,27.4677147669848,"Levo-3_ASV.bam"
"1034","-",4399101,73,28.3150684931507,0,25.6849315068493,"Levo-3_ASV.bam"
"1035","-",4399102,67223,27.7907115124288,0,26.8733915475358,"Levo-3_ASV.bam"
"1036","-",5157951,113,28.6194690265487,0,18.2477876106195,"Levo-3_ASV.bam"
"1037","-",5719628,2,31,0,0,"Levo-3_ASV.bam"
"1038","-",5935800,2,26,42,42,"Levo-3_ASV.bam"
"1039","-",6444757,3,31,42,42,"Levo-3_ASV.bam"
"1040","+",1054723,17,27.0588235294118,3,37.4117647058824,"Levo-3_LAA.bam"
"1041","+",2233277,2587,27.8500193274063,0,26.94395052184,"Levo-3_LAA.bam"
"1042","+",2607844,89,28.2359550561798,0,9.82022471910112,"Levo-3_LAA.bam"
"1043","+",3913660,8,28.625,0,27.625,"Levo-3_LAA.bam"
"1044","+",5174422,865,28.1849710982659,0,27.2820809248555,"Levo-3_LAA.bam"
"1045","+",5599358,1,26,40,40,"Levo-3_LAA.bam"
"1046","+",5599359,18,27.5,0,29.2222222222222,"Levo-3_LAA.bam"
"1047","+",5599372,4896,27.8455882352941,0,27.6595179738562,"Levo-3_LAA.bam"
"1048","+",5813466,10,28.2,0,32.1,"Levo-3_LAA.bam"
"1049","+",5813467,64,27.28125,0,4.96875,"Levo-3_LAA.bam"
"1050","+",5866805,29,28.0689655172414,8,36.1379310344828,"Levo-3_LAA.bam"
"1051","+",6171081,3,25,8,18,"Levo-3_LAA.bam"
"1052","+",6535075,1,27,8,8,"Levo-3_LAA.bam"
"1053","+",6535076,1415,27.7293286219081,0,27.3795053003534,"Levo-3_LAA.bam"
"1054","-",6692,53,28.4528301886792,0,28.3584905660377,"Levo-3_LAA.bam"
"1055","-",436270,80,28.2875,3,30.775,"Levo-3_LAA.bam"
"1056","-",624374,1,26,42,42,"Levo-3_LAA.bam"
"1057","-",750273,2484,27.8055555555556,0,27.6799516908213,"Levo-3_LAA.bam"
"1058","-",754538,18,28.2777777777778,3,24.8888888888889,"Levo-3_LAA.bam"
"1059","-",868249,1,31,3,3,"Levo-3_LAA.bam"
"1060","-",1241370,77,27.7402597402597,0,23.4155844155844,"Levo-3_LAA.bam"
"1061","-",1431067,3,25,40,40,"Levo-3_LAA.bam"
"1062","-",1483950,9,27.1111111111111,3,25.3333333333333,"Levo-3_LAA.bam"
"1063","-",2068797,1,31,8,8,"Levo-3_LAA.bam"
"1064","-",2068798,1,26,42,42,"Levo-3_LAA.bam"
"1065","-",2068799,58116,27.8353637552481,0,27.9726581320118,"Levo-3_LAA.bam"
"1066","-",2199254,36,27.8611111111111,3,38.8888888888889,"Levo-3_LAA.bam"
"1067","-",2258565,171,27.2456140350877,0,15.8245614035088,"Levo-3_LAA.bam"
"1068","-",2258566,7,27.5714285714286,0,25.1428571428571,"Levo-3_LAA.bam"
"1069","-",4399102,26,27.1538461538462,0,27.0769230769231,"Levo-3_LAA.bam"
"1070","-",5157951,18,27.4444444444444,0,15,"Levo-3_LAA.bam"
"1071","+",2233277,8846,27.7626045670359,0,28.055957494913,"Levo-3_LVA.bam"
"1072","+",3913660,4,26.25,24,37.5,"Levo-3_LVA.bam"
"1073","+",3913661,304,28.0361842105263,0,22.6315789473684,"Levo-3_LVA.bam"
"1074","+",5174422,253,27.6640316205534,0,30.098814229249,"Levo-3_LVA.bam"
"1075","+",5599358,4520,27.8630530973451,0,28.1641592920354,"Levo-3_LVA.bam"
"1076","+",5599359,44,27.5,3,30.25,"Levo-3_LVA.bam"
"1077","+",5599360,1,31,40,40,"Levo-3_LVA.bam"
"1078","+",5621133,113,27.9203539823009,0,28,"Levo-3_LVA.bam"
"1079","+",5813466,32,28.8125,0,18.3125,"Levo-3_LVA.bam"
"1080","+",6535075,9,26.4444444444444,3,37.6666666666667,"Levo-3_LVA.bam"
"1081","+",6535076,3,26,3,29,"Levo-3_LVA.bam"
"1082","-",6692,50,28.8,0,23.2,"Levo-3_LVA.bam"
"1083","-",436210,1,31,42,42,"Levo-3_LVA.bam"
"1084","-",436270,48,28.8541666666667,0,30.0208333333333,"Levo-3_LVA.bam"
"1085","-",754538,7,27.7142857142857,0,28,"Levo-3_LVA.bam"
"1086","-",1241370,16,27.4375,0,16.875,"Levo-3_LVA.bam"
"1087","-",1431066,2,29,42,42,"Levo-3_LVA.bam"
"1088","-",1431067,4,30,0,27,"Levo-3_LVA.bam"
"1089","-",1483950,1,25,42,42,"Levo-3_LVA.bam"
"1090","-",2068798,1,25,42,42,"Levo-3_LVA.bam"
"1091","-",2068799,60121,27.8160875567605,0,28.1562016599857,"Levo-3_LVA.bam"
"1092","-",2199254,11,28.8181818181818,3,32.2727272727273,"Levo-3_LVA.bam"
"1093","-",2833721,2,29,42,42,"Levo-3_LVA.bam"
"1094","-",4397591,24,27.5833333333333,3,26.375,"Levo-3_LVA.bam"
"1095","-",4399101,3,26,24,24,"Levo-3_LVA.bam"
"1096","-",4399102,10,29.1,3,33.5,"Levo-3_LVA.bam"
"1097","+",262100,6,147,42,42,"Levo-3_stop.bam"
"1098","+",421002,1,28,0,0,"Levo-3_stop.bam"
"1099","+",461080,366,24.5109289617486,0,24.4945355191257,"Levo-3_stop.bam"
"1100","+",533635,1,28,0,0,"Levo-3_stop.bam"
"1101","+",647194,21929,24.7000775229149,0,26.1284144283825,"Levo-3_stop.bam"
"1102","+",647195,1,24,42,42,"Levo-3_stop.bam"
"1103","+",649127,2345,24.5535181236674,0,24.6004264392324,"Levo-3_stop.bam"
"1104","+",967173,50,25.24,0,26.98,"Levo-3_stop.bam"
"1105","+",1054723,20,23.85,0,39.9,"Levo-3_stop.bam"
"1106","+",1458637,2,22,0,0,"Levo-3_stop.bam"
"1107","+",1713116,1,147,42,42,"Levo-3_stop.bam"
"1108","+",1891073,3,147,24,24,"Levo-3_stop.bam"
"1109","+",2233277,825,24.5793939393939,0,26.4957575757576,"Levo-3_stop.bam"
"1110","+",2915847,5,147,42,42,"Levo-3_stop.bam"
"1111","+",3173683,4,147,24,24,"Levo-3_stop.bam"
"1112","+",3913660,16802,24.684977978812,0,26.1556362337817,"Levo-3_stop.bam"
"1113","+",4565272,6,25.6666666666667,3,22.5,"Levo-3_stop.bam"
"1114","+",4632250,6,147,42,42,"Levo-3_stop.bam"
"1115","+",5025401,2,147,42,42,"Levo-3_stop.bam"
"1116","+",5545610,1,147,42,42,"Levo-3_stop.bam"
"1117","+",5599359,188971,24.7118605500315,0,26.4228849929354,"Levo-3_stop.bam"
"1118","+",5599360,1,23,42,42,"Levo-3_stop.bam"
"1119","+",5813466,178671,24.6868322223528,0,25.0411538526118,"Levo-3_stop.bam"
"1120","+",5813467,1,24,0,0,"Levo-3_stop.bam"
"1121","+",5875221,86,24.8023255813953,0,24.8953488372093,"Levo-3_stop.bam"
"1122","+",5971952,3,23.3333333333333,42,42,"Levo-3_stop.bam"
"1123","+",6081707,1,147,42,42,"Levo-3_stop.bam"
"1124","+",6171081,5120,24.7025390625,0,23.9625,"Levo-3_stop.bam"
"1125","+",6535075,31518,24.6725680563488,0,27.374769972714,"Levo-3_stop.bam"
"1126","+",6535076,6,24,0,22,"Levo-3_stop.bam"
"1127","-",2109,1,28,24,24,"Levo-3_stop.bam"
"1128","-",6691,456,24.6271929824561,0,30,"Levo-3_stop.bam"
"1129","-",6692,344434,24.6843981720736,0,25.3371821597171,"Levo-3_stop.bam"
"1130","-",436011,6,28,8,30.6666666666667,"Levo-3_stop.bam"
"1131","-",436270,336080,24.6781510354677,0,25.749791716258,"Levo-3_stop.bam"
"1132","-",624374,1118,24.5894454382826,0,28.0805008944544,"Levo-3_stop.bam"
"1133","-",754538,101161,24.6984213283775,0,25.7726594240864,"Levo-3_stop.bam"
"1134","-",1241076,1,28,3,3,"Levo-3_stop.bam"
"1135","-",1244489,4,146,42,42,"Levo-3_stop.bam"
"1136","-",1417102,227,24.4273127753304,0,17.3700440528634,"Levo-3_stop.bam"
"1137","-",1431067,3075,24.5622764227642,0,26.7268292682927,"Levo-3_stop.bam"
"1138","-",1483950,5168,24.6780185758514,0,23.3504256965944,"Levo-3_stop.bam"
"1139","-",1625566,1,22,42,42,"Levo-3_stop.bam"
"1140","-",2068799,34,25.6176470588235,0,26.3235294117647,"Levo-3_stop.bam"
"1141","-",2199254,167,24.7844311377245,0,23.5269461077844,"Levo-3_stop.bam"
"1142","-",2258565,89,24.8651685393258,3,27.9662921348315,"Levo-3_stop.bam"
"1143","-",2258566,42499,24.7053342431587,0,25.9706346031671,"Levo-3_stop.bam"
